source,tournament_key,tournament_name,league_id,match_id,start_time_unix,start_time_utc,duration_sec,duration_min,radiant_team_id,radiant_name,dire_team_id,dire_name,radiant_win,winner_side,series_id,series_type,league_name_from_api,opendota_match_url
opendota,ewc_2026,Esports World Cup 2026,19785,8899120700,1784204826,2026-07-16 12:27:06 UTC,3079,51.32,7119388,Team Spirit,9823272,Team Yandex,False,dire,1120911,1,,https://www.opendota.com/matches/8899120700
opendota,ewc_2026,Esports World Cup 2026,19785,8899028080,1784200005,2026-07-16 11:06:45 UTC,2663,44.38,7119388,Team Spirit,9823272,Team Yandex,False,dire,1120911,1,,https://www.opendota.com/matches/8899028080
opendota,ewc_2026,Esports World Cup 2026,19785,8898117600,1784134860,2026-07-15 17:01:00 UTC,1658,27.63,8255888,BoomBoys,10150538,LGD Gaming,True,radiant,1120748,1,,https://www.opendota.com/matches/8898117600
opendota,ewc_2026,Esports World Cup 2026,19785,8898084910,1784133282,2026-07-15 16:34:42 UTC,3799,63.32,10182357,1w,726228,Vici Gaming,False,dire,1120721,1,,https://www.opendota.com/matches/8898084910
opendota,ewc_2026,Esports World Cup 2026,19785,8898003442,1784130021,2026-07-15 15:40:21 UTC,2872,47.87,8255888,BoomBoys,10150538,LGD Gaming,True,radiant,1120748,1,,https://www.opendota.com/matches/8898003442
opendota,ewc_2026,Esports World Cup 2026,19785,8897971312,1784128803,2026-07-15 15:20:03 UTC,2723,45.38,10182357,1w,726228,Vici Gaming,False,dire,1120721,1,,https://www.opendota.com/matches/8897971312
opendota,ewc_2026,Esports World Cup 2026,19785,8897841991,1784124113,2026-07-15 14:01:53 UTC,2510,41.83,726228,Vici Gaming,10182357,1w,False,dire,1120721,1,,https://www.opendota.com/matches/8897841991
opendota,ewc_2026,Esports World Cup 2026,19785,8897831774,1784123767,2026-07-15 13:56:07 UTC,2689,44.82,7119388,Team Spirit,2163,Team Liquid,True,radiant,1120662,1,,https://www.opendota.com/matches/8897831774
opendota,ewc_2026,Esports World Cup 2026,19785,8897696869,1784119160,2026-07-15 12:39:20 UTC,2747,45.78,2163,Team Liquid,7119388,Team Spirit,True,radiant,1120662,1,,https://www.opendota.com/matches/8897696869
opendota,ewc_2026,Esports World Cup 2026,19785,8897695379,1784118474,2026-07-15 12:27:54 UTC,2344,39.07,9895247,Rune Eaters,9467224,Aurora Gaming,True,radiant,1120661,1,,https://www.opendota.com/matches/8897695379
opendota,ewc_2026,Esports World Cup 2026,19785,8897588873,1784113637,2026-07-15 11:07:17 UTC,3389,56.48,7119388,Team Spirit,2163,Team Liquid,True,radiant,1120662,1,,https://www.opendota.com/matches/8897588873
opendota,ewc_2026,Esports World Cup 2026,19785,8897585705,1784113191,2026-07-15 10:59:51 UTC,3064,51.07,9467224,Aurora Gaming,9895247,Rune Eaters,False,dire,1120661,1,,https://www.opendota.com/matches/8897585705
opendota,ewc_2026,Esports World Cup 2026,19785,8896731473,1784051160,2026-07-14 17:46:00 UTC,3786,63.10,9338413,MOUZ,10150538,LGD Gaming,False,dire,1120473,1,,https://www.opendota.com/matches/8896731473
opendota,ewc_2026,Esports World Cup 2026,19785,8896645659,1784047022,2026-07-14 16:37:02 UTC,2094,34.90,9338413,MOUZ,10150538,LGD Gaming,False,dire,1120473,1,,https://www.opendota.com/matches/8896645659
opendota,ewc_2026,Esports World Cup 2026,19785,8896486914,1784040961,2026-07-14 14:56:01 UTC,2463,41.05,2163,Team Liquid,8261500,Xtreme Gaming,True,radiant,1120370,1,,https://www.opendota.com/matches/8896486914
opendota,ewc_2026,Esports World Cup 2026,19785,8896380183,1784037059,2026-07-14 13:50:59 UTC,2331,38.85,9895247,Rune Eaters,9895392,Virtus.pro,True,radiant,1120368,1,,https://www.opendota.com/matches/8896380183
opendota,ewc_2026,Esports World Cup 2026,19785,8896267691,1784033340,2026-07-14 12:49:00 UTC,5633,93.88,2163,Team Liquid,8261500,Xtreme Gaming,True,radiant,1120370,1,,https://www.opendota.com/matches/8896267691
opendota,ewc_2026,Esports World Cup 2026,19785,8896234088,1784031420,2026-07-14 12:17:00 UTC,3840,64.00,9895247,Rune Eaters,9895392,Virtus.pro,True,radiant,1120368,1,,https://www.opendota.com/matches/8896234088
opendota,ewc_2026,Esports World Cup 2026,19785,8896140998,1784027364,2026-07-14 11:09:24 UTC,4155,69.25,8261500,Xtreme Gaming,2163,Team Liquid,True,radiant,1120370,1,,https://www.opendota.com/matches/8896140998
opendota,ewc_2026,Esports World Cup 2026,19785,8896139222,1784026864,2026-07-14 11:01:04 UTC,2786,46.43,9895247,Rune Eaters,9895392,Virtus.pro,False,dire,1120368,1,,https://www.opendota.com/matches/8896139222
opendota,ewc_2026,Esports World Cup 2026,19785,8893253595,1783863780,2026-07-12 13:43:00 UTC,3971,66.18,2586976,OG,9895392,Virtus.pro,False,dire,1119761,3,,https://www.opendota.com/matches/8893253595
opendota,ewc_2026,Esports World Cup 2026,19785,8893208737,1783862341,2026-07-12 13:19:01 UTC,2348,39.13,10150538,LGD Gaming,10019843,Inner Circle x Insanity,True,radiant,1119737,3,,https://www.opendota.com/matches/8893208737
opendota,ewc_2026,Esports World Cup 2026,19785,8893165071,1783861320,2026-07-12 13:02:00 UTC,3619,60.32,9823272,Team Yandex,10182357,1w,True,radiant,1119733,3,,https://www.opendota.com/matches/8893165071
opendota,ewc_2026,Esports World Cup 2026,19785,8893106015,1783858806,2026-07-12 12:20:06 UTC,3047,50.78,9895392,Virtus.pro,2586976,OG,True,radiant,1119761,3,,https://www.opendota.com/matches/8893106015
opendota,ewc_2026,Esports World Cup 2026,19785,8893079555,1783857841,2026-07-12 12:04:01 UTC,2704,45.07,10019843,Inner Circle x Insanity,10150538,LGD Gaming,False,dire,1119737,3,,https://www.opendota.com/matches/8893079555
opendota,ewc_2026,Esports World Cup 2026,19785,8893070561,1783857481,2026-07-12 11:58:01 UTC,1890,31.50,10182357,1w,9823272,Team Yandex,False,dire,1119733,3,,https://www.opendota.com/matches/8893070561
opendota,ewc_2026,Esports World Cup 2026,19785,8892958964,1783852811,2026-07-12 10:40:11 UTC,1837,30.62,9828897,REKONIX,9691969,Team Nemesis,True,radiant,1119682,3,,https://www.opendota.com/matches/8892958964
opendota,ewc_2026,Esports World Cup 2026,19785,8892914077,1783851300,2026-07-12 10:15:00 UTC,2604,43.40,7119388,Team Spirit,9824702,PVISION,False,dire,1119683,3,,https://www.opendota.com/matches/8892914077
opendota,ewc_2026,Esports World Cup 2026,19785,8892923329,1783851180,2026-07-12 10:13:00 UTC,4388,73.13,726228,Vici Gaming,9338413,MOUZ,True,radiant,1119680,3,,https://www.opendota.com/matches/8892923329
opendota,ewc_2026,Esports World Cup 2026,19785,8892836635,1783847223,2026-07-12 09:07:03 UTC,1976,32.93,9824702,PVISION,7119388,Team Spirit,False,dire,1119683,3,,https://www.opendota.com/matches/8892836635
opendota,ewc_2026,Esports World Cup 2026,19785,8892835652,1783847102,2026-07-12 09:05:02 UTC,3884,64.73,9691969,Team Nemesis,9828897,REKONIX,False,dire,1119682,3,,https://www.opendota.com/matches/8892835652
opendota,ewc_2026,Esports World Cup 2026,19785,8892829232,1783846800,2026-07-12 09:00:00 UTC,2483,41.38,9338413,MOUZ,726228,Vici Gaming,False,dire,1119680,3,,https://www.opendota.com/matches/8892829232
opendota,ewc_2026,Esports World Cup 2026,19785,8891519142,1783778088,2026-07-11 13:54:48 UTC,2622,43.70,10136357,Nigma Galaxy,10182309,PTime,True,radiant,1119374,3,,https://www.opendota.com/matches/8891519142
opendota,ewc_2026,Esports World Cup 2026,19785,8891497910,1783777029,2026-07-11 13:37:09 UTC,2816,46.93,2163,Team Liquid,9467224,Aurora Gaming,True,radiant,1119315,3,,https://www.opendota.com/matches/8891497910
opendota,ewc_2026,Esports World Cup 2026,19785,8891438996,1783775274,2026-07-11 13:07:54 UTC,2659,44.32,10182299,L1 TEAM,9256405,Level UP esports,False,dire,1119295,3,,https://www.opendota.com/matches/8891438996
opendota,ewc_2026,Esports World Cup 2026,19785,8891371442,1783772700,2026-07-11 12:25:00 UTC,2146,35.77,9467224,Aurora Gaming,2163,Team Liquid,True,radiant,1119315,3,,https://www.opendota.com/matches/8891371442
opendota,ewc_2026,Esports World Cup 2026,19785,8891349244,1783771860,2026-07-11 12:11:00 UTC,3949,65.82,10182309,PTime,10136357,Nigma Galaxy,False,dire,1119304,3,,https://www.opendota.com/matches/8891349244
opendota,ewc_2026,Esports World Cup 2026,19785,8891325877,1783770895,2026-07-11 11:54:55 UTC,2531,42.18,9256405,Level UP esports,10182299,L1 TEAM,True,radiant,1119295,3,,https://www.opendota.com/matches/8891325877
opendota,ewc_2026,Esports World Cup 2026,19785,8891240327,1783766700,2026-07-11 10:45:00 UTC,2541,42.35,9247354,Team Falcons,8261500,Xtreme Gaming,True,radiant,1119248,3,,https://www.opendota.com/matches/8891240327
opendota,ewc_2026,Esports World Cup 2026,19785,8891227605,1783766400,2026-07-11 10:40:00 UTC,2040,34.00,8255888,BoomBoys,9964962,GamerLegion,True,radiant,1119241,3,,https://www.opendota.com/matches/8891227605
opendota,ewc_2026,Esports World Cup 2026,19785,8891217710,1783765956,2026-07-11 10:32:36 UTC,1748,29.13,9895247,Rune Eaters,55,_PowerRangers,True,radiant,1119240,3,,https://www.opendota.com/matches/8891217710
opendota,ewc_2026,Esports World Cup 2026,19785,8891145641,1783761964,2026-07-11 09:26:04 UTC,3550,59.17,8261500,Xtreme Gaming,9247354,Team Falcons,False,dire,1119248,3,,https://www.opendota.com/matches/8891145641
opendota,ewc_2026,Esports World Cup 2026,19785,8891108985,1783760455,2026-07-11 09:00:55 UTC,4058,67.63,9964962,GamerLegion,8255888,BoomBoys,False,dire,1119241,3,,https://www.opendota.com/matches/8891108985
opendota,ewc_2026,Esports World Cup 2026,19785,8891108843,1783760415,2026-07-11 09:00:15 UTC,3594,59.90,55,_PowerRangers,9895247,Rune Eaters,False,dire,1119240,3,,https://www.opendota.com/matches/8891108843
opendota,ewc_2026,Esports World Cup 2026,19785,8890301402,1783708841,2026-07-10 18:40:41 UTC,2326,38.77,9895392,Virtus.pro,10019843,Inner Circle x Insanity,True,radiant,1119035,3,,https://www.opendota.com/matches/8890301402
opendota,ewc_2026,Esports World Cup 2026,19785,8890268632,1783708020,2026-07-10 18:27:00 UTC,2023,33.72,10150538,LGD Gaming,9823272,Team Yandex,False,dire,1119025,3,,https://www.opendota.com/matches/8890268632
opendota,ewc_2026,Esports World Cup 2026,19785,8890270555,1783707672,2026-07-10 18:21:12 UTC,3057,50.95,10182357,1w,2586976,OG,False,dire,1119018,3,,https://www.opendota.com/matches/8890270555
opendota,ewc_2026,Esports World Cup 2026,19785,8890206902,1783705060,2026-07-10 17:37:40 UTC,2098,34.97,10019843,Inner Circle x Insanity,9895392,Virtus.pro,False,dire,1119035,3,,https://www.opendota.com/matches/8890206902
opendota,ewc_2026,Esports World Cup 2026,19785,8890179830,1783704199,2026-07-10 17:23:19 UTC,1975,32.92,9823272,Team Yandex,10150538,LGD Gaming,True,radiant,1119025,3,,https://www.opendota.com/matches/8890179830
opendota,ewc_2026,Esports World Cup 2026,19785,8890162325,1783703283,2026-07-10 17:08:03 UTC,2403,40.05,2586976,OG,10182357,1w,False,dire,1119018,3,,https://www.opendota.com/matches/8890162325
opendota,ewc_2026,Esports World Cup 2026,19785,8890074597,1783699976,2026-07-10 16:12:56 UTC,1673,27.88,7119388,Team Spirit,9828897,REKONIX,True,radiant,1118970,3,,https://www.opendota.com/matches/8890074597
opendota,ewc_2026,Esports World Cup 2026,19785,8890036748,1783699141,2026-07-10 15:59:01 UTC,1343,22.38,9338413,MOUZ,9824702,PVISION,False,dire,1118962,3,,https://www.opendota.com/matches/8890036748
opendota,ewc_2026,Esports World Cup 2026,19785,8890008812,1783697672,2026-07-10 15:34:32 UTC,2318,38.63,726228,Vici Gaming,9691969,Team Nemesis,True,radiant,1118948,3,,https://www.opendota.com/matches/8890008812
opendota,ewc_2026,Esports World Cup 2026,19785,8889944251,1783695507,2026-07-10 14:58:27 UTC,2488,41.47,9828897,REKONIX,7119388,Team Spirit,False,dire,1118970,3,,https://www.opendota.com/matches/8889944251
opendota,ewc_2026,Esports World Cup 2026,19785,8889914618,1783694557,2026-07-10 14:42:37 UTC,2600,43.33,9824702,PVISION,9338413,MOUZ,True,radiant,1118962,3,,https://www.opendota.com/matches/8889914618
opendota,ewc_2026,Esports World Cup 2026,19785,8889871314,1783692721,2026-07-10 14:12:01 UTC,3055,50.92,9691969,Team Nemesis,726228,Vici Gaming,False,dire,1118948,3,,https://www.opendota.com/matches/8889871314
opendota,ewc_2026,Esports World Cup 2026,19785,8889789755,1783690208,2026-07-10 13:30:08 UTC,1992,33.20,10136357,Nigma Galaxy,9256405,Level UP esports,True,radiant,,,,https://www.opendota.com/matches/8889789755
opendota,ewc_2026,Esports World Cup 2026,19785,8889733840,1783688406,2026-07-10 13:00:06 UTC,2657,44.28,9467224,Aurora Gaming,10182309,PTime,True,radiant,1118895,3,,https://www.opendota.com/matches/8889733840
opendota,ewc_2026,Esports World Cup 2026,19785,8889699098,1783686780,2026-07-10 12:33:00 UTC,2531,42.18,2163,Team Liquid,10182299,L1 TEAM,True,radiant,1118894,3,,https://www.opendota.com/matches/8889699098
opendota,ewc_2026,Esports World Cup 2026,19785,8889693867,1783686604,2026-07-10 12:30:04 UTC,1657,27.62,9256405,Level UP esports,10136357,Nigma Galaxy,False,dire,1118910,3,,https://www.opendota.com/matches/8889693867
opendota,ewc_2026,Esports World Cup 2026,19785,8889621582,1783683635,2026-07-10 11:40:35 UTC,2786,46.43,10182309,PTime,9467224,Aurora Gaming,False,dire,1118895,3,,https://www.opendota.com/matches/8889621582
opendota,ewc_2026,Esports World Cup 2026,19785,8889615310,1783683122,2026-07-10 11:32:02 UTC,1695,28.25,2163,Team Liquid,10182299,L1 TEAM,True,radiant,1118894,3,,https://www.opendota.com/matches/8889615310
opendota,ewc_2026,Esports World Cup 2026,19785,8889538949,1783679104,2026-07-10 10:25:04 UTC,4080,68.00,9964962,GamerLegion,9895247,Rune Eaters,False,dire,1118876,3,,https://www.opendota.com/matches/8889538949
opendota,ewc_2026,Esports World Cup 2026,19785,8889524021,1783678860,2026-07-10 10:21:00 UTC,1205,20.08,8261500,Xtreme Gaming,8255888,BoomBoys,False,dire,1118878,3,,https://www.opendota.com/matches/8889524021
opendota,ewc_2026,Esports World Cup 2026,19785,8889513730,1783677731,2026-07-10 10:02:11 UTC,2033,33.88,55,_PowerRangers,9247354,Team Falcons,False,dire,1118877,3,,https://www.opendota.com/matches/8889513730
opendota,ewc_2026,Esports World Cup 2026,19785,8889468264,1783674662,2026-07-10 09:11:02 UTC,2323,38.72,8255888,BoomBoys,8261500,Xtreme Gaming,True,radiant,1118878,3,,https://www.opendota.com/matches/8889468264
opendota,ewc_2026,Esports World Cup 2026,19785,8889452921,1783674096,2026-07-10 09:01:36 UTC,3104,51.73,9895247,Rune Eaters,9964962,GamerLegion,False,dire,1118876,3,,https://www.opendota.com/matches/8889452921
opendota,ewc_2026,Esports World Cup 2026,19785,8889452983,1783674001,2026-07-10 09:00:01 UTC,1878,31.30,9247354,Team Falcons,55,_PowerRangers,True,radiant,1118877,3,,https://www.opendota.com/matches/8889452983
opendota,ewc_2026,Esports World Cup 2026,19785,8888819433,1783625040,2026-07-09 19:24:00 UTC,3166,52.77,10150538,LGD Gaming,10182357,1w,False,dire,1118725,3,,https://www.opendota.com/matches/8888819433
